,Title,Genre,Datepublish,Rate,RatingCount,Director(s),Writer(s),Actor(s),Summary,Description,PlotKeyword,Time,Color,Language,Budget,Gross,Facebook_link,Offcialsite
25,30 Days of Night (2007),"['Horror', 'Thriller']",2007-10-19,6.6,"149,872",['David Slade'],"['Steve Niles (screenplay),', 'Stuart Beattie (screenplay)']","['Josh Hartnett,', 'Melissa George,', 'Danny Huston']","After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.","This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.                Written by
Risin' Outlaw","['vampire', 'winter', 'snow', 'small town', 'alaska']","Runtime:
        113 min","Color:
        Color","Language:
        English","Budget:$32,000,000
            (estimated)","Gross USA: $39,568,996",,
26,30 Minutes or Less (2011),"['Action', 'Comedy', 'Crime']",2011-08-12,6.1,"83,907",['Ruben Fleischer'],"['Michael Diliberti (screenplay),', 'Michael Diliberti (story)']","['Jesse Eisenberg,', 'Danny McBride,', 'Nick Swardson']","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","The not so smart Dwayne intends to open a massage parlor with his partner Travis, but he does not have money for the investment. He decides to hire a hit-man to kill his father, The Major, who won a large amount of money in the lottery years ago, but the killer demands US$ 100,000 for the job. Dwayne and Travis kidnap the pizza delivery boy Nick and they dress Nick in a vest with a timer and several bombs. Then Dwayne tells Nick that he has ten hours to rob US$ 100,000 from a bank. Once he does, he would give Nick the code to release the vest. Nick summons his best friend Chet to help him in the heist but the scheme does not work the way Dwayne has plotted.                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['pizza delivery boy', 'sony', 'sony vaio', 'heist gone wrong', 'unlikely criminal']","Runtime:
        83 min","Color:
        Color","Language:
        English
            |
        German
            |
        Spanish","Budget:$28,000,000
            (estimated)","Gross USA: $37,053,924, 25 September 2011",/offsite/?page-action=offsite-facebook&token=BCYvh3SuJvQRBNwyOzAsdcSsdUEJkZ2Vj2Gp_gFOIWYUk_5qsnS3vjeZAYVBSmDB5VplCFVDL5Jp%0D%0AbsZx_tr-aMJiYDy2K0vsx_yNQ2xVNpc9CczL7B95Z-aaIHf--UtDpwG2fDGsHtiqLSdYHu9TlxFX%0D%0APZSox11Dhesp9DUoL4K9RL5nOCAnQ6h30twdR9ZlkkO3EsQfD_YFBT4z_W9WI0U1gUCnI--LDjGK%0D%0AO0H57PBuWLg%0D%0A&ref_=tt_pdt_ofs_offsite_0,
27,300: Rise of an Empire (2014),"['Action', 'Fantasy']",2014-03-07,6.2,"249,267",['Noam Murro'],"['Zack Snyder (screenplay),', 'Kurt Johnstad (screenplay)']","['Sullivan Stapleton,', 'Eva Green,', 'Lena Headey']","Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","After its victory over Leonidas' 300, the Persian Army under the command of Xerxes marches towards the major Greek city-states. The Democratic city of Athens, first on the path of Xerxes' army, bases its strength on its fleet, led by admiral Themistocles. Themistocles is forced to an unwilling alliance with the traditional rival of Athens, oligarchic Sparta whose might lies with its superior infantry troops. But Xerxes still reigns supreme in numbers over sea and land.                Written by
Gargantuan Media","['nihilism', 'younger version of character', 'greek', 'army', 'commander']","Runtime:
        102 min","Color:
        Color","Language:
        English","Budget:$110,000,000
            (estimated)","Gross USA: $106,580,051",/offsite/?page-action=offsite-facebook&token=BCYrAHG8lPSJlJQBeuGlqBM1y-jU6pKSteXoIItDvTf_t-T0TO5gHGV6RsWytYDRd55GB_x6mnxS%0D%0AkCJKw7q4CZA6CvaeTkY9b8rBt14lI2MonYaqVux7mzJacfB85d4cx8JRZrd1GZ4ZbOJeq2y7irnH%0D%0AaNUorG0LYIS5cGZuwJ1WFXqPWoZjw0d7j_-d7rlqzmonfYvtCTKKcP0EEuTmxrTyICSjqDLqPnnP%0D%0AhwlEiskNBaE%0D%0A&ref_=tt_pdt_ofs_offsite_0,
28,360 (2011),"['Drama', 'Thriller']",2012-07-25,6.2,"14,462",['Fernando Meirelles'],['Peter Morgan (screenplay)'],"['Rachel Weisz,', 'Jude Law,', 'Anthony Hopkins']",A dramatic thriller that weaves together the stories of an array of people from disparate social backgrounds through their intersecting relationships.,"Screenwriter Peter Morgan and director Fernando Meirelles' 360 combines a modern and dynamic roundelay of stories into one, linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of love in the 21st century. Starting in Vienna, the film beautifully weaves through Paris, London, Bratislava, Rio, Denver and Phoenix into a single, mesmerizing narrative.                Written by
360 Films Ltd","['cheating wife', 'briefcase of money', 'breasts', 'hairy chest', 'bare chested male']","Runtime:
        110 min","Color:
        Color","Language:
        English
            |
        German
            |
        Arabic
            |
        French
            |
        Portuguese
            |
        Russian
            |
        Slovak",,"Gross USA: $99,603, 23 September 2012",/offsite/?page-action=offsite-facebook&token=BCYogREXR6vGUc69ZtrhgKrYLzZv4hy3qo2gD0IPA_yQH-DyOVCotYLno0pb-uoiQjqApdqzaLPV%0D%0AQMoWFClMEO7eFHImcHa-KyXS4u98qCGIqgyE6ejSwBQ6nCb4-Zd1fv2mrz73T8LiNrn3iQ0WsbiU%0D%0Acodex_MMGZpyQtC9MZgwcgkP1psprkQktRJqmkGc10DPIUStKUD3SVIvduIYI2a_enPw-svsMRuR%0D%0AssHQo3zISfU%0D%0A&ref_=tt_pdt_ofs_offsite_0,
29,3:10 to Yuma (2007),"['Adventure', 'Crime', 'Drama']",2007-09-07,7.7,"257,788",['James Mangold'],"['Halsted Welles (screenplay),', 'Michael Brandt (screenplay)']","['Russell Crowe,', 'Christian Bale,', 'Ben Foster']",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"Rancher Dan Evans heads into Bisbee to clear up issues concerning the sale of his land when he witnesses the closing events of a stagecoach robbery led by famed outlaw Ben Wade. Shortly thereafter, Wade is captured by the law in Bisbee and Evans finds himself one of the escorts who will take Wade to the 3:10 to Yuma train in Contention for the reward of $200. Evans's effort to take Wade to the station is in part an effort to save his land but also part of an inner battle to determine whether he can be more than just a naive rancher in the eyes of his impetuous and gunslinging son William Evans. The transport to Contention is hazardous and filled with ambushes by Indians, pursuits by Wade's vengeful gang and Wade's own conniving and surreptitious demeanor that makes the ride all the more intense.                Written by
commanderblue","['outlaw', 'arizona territory', 'yuma territorial prison', 'train', 'rancher']","Runtime:
        122 min","Color:
        Color","Language:
        English
            |
        Chinese","Budget:$55,000,000
            (estimated)","Gross USA: $53,606,916",,
30,4.3.2.1. (2010),"['Crime', 'Thriller']",2010-06-02,5.9,"9,718","['Noel Clarke,', 'Mark Davis']",['Noel Clarke'],"['Emma Roberts,', 'Tamsin Egerton,', 'Ophelia Lovibond']","4 girls out on a 3 days trip in to 2 cities, if they survive. While Jo is working in a supermarket, her 3 friends are all out on their adventures. A chance encounter with diamond thieves sends them on a collision course with fate itself.","While Jo (Roberts) is chained down in a dead end supermarket job, her friends are all out on their own separate adventures: Cassandra (Egerton) is jetting off to New York to meet her Internet boyfriend; Kerrys (Warren-Markland) is on a one woman crusade fighting for female liberation and Shannon (Lovibond) is on a one way trip to meet her maker. But a chance encounter with some diamond thieves sends their separate worlds on a collision course with not only each other, but fate itself. These 4 girls are about to have 3 days they will never forget, spanning to 2 cities. That is ... if they survive.                Written by
The Works","['upskirt', 'loss of virginity', 'diamonds', 'f rated', 'white panties']","Runtime:
        117 min","Color:
        Color","Language:
        English","Budget:$4,600,000
            (estimated)",,,
31,42 (2013),"['Biography', 'Drama', 'Sport']",2013-04-12,7.5,"73,413",['Brian Helgeland'],['Brian Helgeland'],"['Chadwick Boseman,', 'T.R. Knight,', 'Harrison Ford']","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.","In 1946, Jackie Robinson is a Negro League baseball player who never takes racism lying down. Branch Rickey is a Major League team executive with a bold idea. To that end, Rickey recruits Robinson to break the unspoken color line as the first modern African American Major League player. As both anticipate, this proves a major challenge for Robinson and his family as they endure unrelenting racist hostility on and off the field, from player and fan alike. As Jackie struggles against his nature to endure such abuse without complaint, he finds allies and hope where he least expects it.                Written by
Kenneth Chisholm (kchishol@rogers.com)","['inspirational', 'racial issues', 'black man', 'african american man', 'baseball']","Runtime:
        128 min","Color:
        Color","Language:
        English","Budget:$40,000,000
            (estimated)","Gross USA: $95,001,343, 21 July 2013",,
32,44 Inch Chest (2009),"['Crime', 'Drama']",2010-01-15,5.8,"6,154",['Malcolm Venville'],"['Louis Mellis,', 'David Scinto']","['Ray Winstone,', 'Ian McShane,', 'John Hurt']",A jealous husband and his friends plot the kidnapping of his wife's lover with the intention of restoring his wounded ego.,"Colin is in agony, shattered by his wife's infidelity. However, he has friends who do more than stand by -- they kidnap the wife's French lover and hold him prisoner so that Colin can restore his manhood with revenge. A kangaroo court takes place and as the situation escalates Loverboy's life hangs in the balance as Colin wrestles with revenge, remorse, grief and self pity, all the while egged on by his motley crew of friends who just want him to get on with it so they can get down the pub.                Written by
Anonymous","['jealous husband', 'crime caper', 'empty street', 'abandoned building', 'punched in the face']","Runtime:
        95 min","Color:
        Color","Language:
        English",,,,
33,4:44 Last Day on Earth (2011),"['Drama', 'Fantasy', 'Sci-Fi']",2012-12-19,4.5,"4,419",['Abel Ferrara'],['Abel Ferrara'],"['Willem Dafoe,', 'Shanyn Leigh,', 'Natasha Lyonne']",A look at how a painter and a successful actor spend their last day together before the world comes to an end.,A look at how a painter and a successful actor spend their last day together before the world comes to an end.,"['sex scene', 'end of the world', 'divorce', 'blackout', 'meditation']","Runtime:
        82 min","Color:
        Color","Language:
        English",,"Gross USA: $15,738, 30 March 2012",,
34,5 Days of War (2011),"['Action', 'Drama', 'War']",2011-06-06,5.6,"12,755",['Renny Harlin'],"['Mikko Alanne (screenplay),', 'David Battle (based on a screenplay by)']","['Rupert Friend,', 'Emmanuelle Chriqui,', 'Richard Coyle']","A drama set centered around the war between Russia and Georgia, and focused on an American journalist, his cameraman, and a Georgian native who become caught in the crossfire.","A drama set centered around the war between Russia and Georgia, and focused on an American journalist, his cameraman, and a Georgian native who become caught in the crossfire.","['cameraman', 'journalist', 'south ossetia', 'epic battle', 'street shootout']","Runtime:
        113 min","Color:
        Color","Language:
        English","Budget:$20,000,000
            (estimated)","Gross USA: $17,149, 11 September 2011",,
35,50/50 (2011),"['Comedy', 'Drama', 'Romance']",2011-09-30,7.7,"290,823",['Jonathan Levine'],['Will Reiser'],"['Joseph Gordon-Levitt,', 'Seth Rogen,', 'Anna Kendrick']","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.","Adam is a 27 year old writer of radio programs and is diagnosed with a rare form of spinal cancer. With the help of his best friend, his mother, and a young therapist at the cancer center, Adam learns what and who the most important things in his life are.                Written by
Calikeane","['cancer', 'best friend', 'therapist', 'chemotherapy', 'survival rate']","Runtime:
        100 min","Color:
        Color","Language:
        English","Budget:$8,000,000
            (estimated)","Gross USA: $35,014,192, 29 December 2011",/offsite/?page-action=offsite-facebook&token=BCYqiPbamKeqdFfByFLdDjfAJc5Imoh_krHV_1IHJbxrI3m55B522VCH0QsN63WB5B3uxEjHy0Fw%0D%0A2p1j1zrYd9Ll1F2MFNQn4Sd7tNZv8lUi45wUQfAwtxhtjnKF0xD9qtpfnjBpA0t_tOAZ2wBdseoB%0D%0Azmnl4tk9XLr-HSJgwEh4LN9WPXUUqBsFnv_mv0V9mO-jHaaRZZ2UP26z9qa5SUomMAcmUF0ZXEwx%0D%0AuI8p8n0ccJI%0D%0A&ref_=tt_pdt_ofs_offsite_0,
36,(500) Days of Summer (2009),"['Comedy', 'Drama', 'Romance']",2009-08-07,7.7,"419,147",['Marc Webb'],"['Scott Neustadter,', 'Michael H. Weber']","['Zooey Deschanel,', 'Joseph Gordon-Levitt,', 'Geoffrey Arend']","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","After it looks as if she's left his life for good this time, Tom Hansen reflects back on the just over one year that he knew Summer Finn. For Tom, it was love at first sight when she walked into the greeting card company where he worked, she the new administrative assistant. Soon, Tom knew that Summer was the woman with whom he wanted to spend the rest of his life. Although Summer did not believe in relationships or boyfriends - in her assertion, real life will always ultimately get in the way - Tom and Summer became more than just friends. Through the trials and tribulations of Tom and Summer's so-called relationship, Tom could always count on the advice of his two best friends, McKenzie and Paul. However, it is Tom's adolescent sister, Rachel, who is his voice of reason. After all is said and done, Tom is the one who ultimately has to make the choice to listen or not.                Written by
Huggo","['true love', 'brother sister relationship', 'woman', 'summer', 'friend']","Runtime:
        95 min","Color:
        Color
|         Black and White
(some sequences)","Language:
        English
            |
        French
            |
        Swedish","Budget:$7,500,000
            (estimated)","Gross USA: $32,391,374, 22 November 2009",,
